0.50459,41,236,47,0.244481,0.436034,443,409,11,5,4,187,48,46,121,117,183,1,0.440668,739,725,56,0,0.440668,739,2,4,8,22,3,938,1812,72,120,15,22,66,0,55,16,328,487,8,310,146,938,1812,72,120,15,22,66,0,55,16,328,487,8,310,146,N
0.395781,13,140,30,0.281823,0.404687,569,518,30,9,6,326,29,36,106,58,110,1,0.324895,616,567,52,0,0.324895,616,0,0,0,0,0,1280,2019,0,0,0,0,52,0,51,0,52,914,0,51,0,1280,2019,0,0,0,0,52,0,51,0,52,914,0,51,0,N
0.108288,4,17,5,0.0521886,0.102649,62,62,1,3,3,149,5,12,72,20,74,1,0.465013,525,496,48,0,0.465013,525,1,1,0,0,1,604,1188,17,23,11,20,54,0,47,4,73,351,0,62,7,604,1188,17,23,11,20,54,0,47,4,73,351,0,62,7,N
0.552092,121,1095,195,0.267555,0.501412,1486,1420,6,6,6,706,53,87,212,149,378,1,0.451694,2333,2229,208,0,0.451694,2333,2,11,2,2,7,2832,5554,92,87,62,67,229,5,207,68,293,1701,16,260,87,2832,5554,92,87,62,67,229,5,207,68,293,1701,16,260,87,Y
0.505093,17,87,17,0.226209,0.472603,145,138,1,4,4,76,4,40,110,15,49,1,0.51495,310,296,35,0,0.51495,310,1,1,0,0,1,292,641,11,11,5,8,34,0,34,1,53,160,0,49,4,292,641,11,11,5,8,34,0,34,1,53,160,0,49,4,N
0.506977,2,6,2,0.238095,0.440678,30,26,4,2,2,16,3,2,7,9,17,1,0.482456,55,55,7,0,0.482456,55,1,1,0,0,1,59,126,5,1,0,1,8,0,6,1,21,36,1,11,1,59,126,5,1,0,1,8,0,6,1,21,36,1,11,1,Y
0.42243,6,40,11,0.200397,0.404082,101,99,1,3,3,55,5,3,24,15,42,1,0.468547,216,216,26,0,0.468547,216,1,1,0,0,1,245,504,18,15,12,12,27,0,25,2,46,134,0,40,5,245,504,18,15,12,12,27,0,25,2,46,134,0,40,5,N
0.277541,9,38,9,0.18638,0.32967,104,90,1,5,5,61,3,1,22,4,29,1,0.464706,237,216,23,0,0.464706,237,2,3,0,0,1,273,558,20,12,7,8,25,2,22,0,32,149,15,29,0,273,558,20,12,7,8,25,2,22,0,32,149,15,29,0,Y
0.0673629,2,8,2,0.0255864,0.0521739,24,24,1,3,3,113,6,13,52,21,65,1,0.471871,411,383,45,0,0.471871,411,1,1,0,0,1,460,938,15,19,9,16,44,0,44,4,63,265,0,59,7,460,938,15,19,9,16,44,0,44,4,63,265,0,59,7,N
0,0,0,0,0,0,0,0,1,0,0,2,2,3,6,1,3,1,0.565217,13,13,3,0,0.565217,13,1,1,0,0,1,10,23,0,0,0,0,2,0,2,0,2,2,0,2,0,10,23,0,0,0,0,2,0,2,0,2,2,0,2,0,Y
0,0,0,0,0,0,0,0,14,5,2,71,2,26,46,3,24,1,0.410204,201,199,21,0,0.410204,201,0,0,0,0,0,289,519,1,1,1,1,21,0,20,0,21,187,0,20,0,289,519,1,1,1,1,21,0,20,0,21,187,0,20,0,N
0.230769,12,65,13,0.137405,0.216216,72,64,1,4,4,63,28,2,6,55,76,1,0.37155,175,160,19,0,0.37155,175,2,6,0,0,1,296,524,37,27,8,8,21,0,18,6,81,182,11,68,23,296,524,37,27,8,8,21,0,18,6,81,182,11,68,23,N
0.110667,16,86,17,0.0932203,0.121884,44,44,1,6,2,70,10,4,8,24,34,1,0.199557,90,87,6,0,0.199557,90,1,1,0,0,1,361,472,6,0,6,0,10,0,5,0,10,217,0,5,0,361,472,6,0,6,0,10,0,5,0,10,217,0,5,0,N
0.557265,100,847,157,0.270394,0.504505,1296,1232,3,6,6,602,43,83,195,127,327,1,0.449007,1990,1911,182,0,0.449007,1990,2,9,2,2,5,2442,4793,83,81,54,62,200,5,181,60,259,1450,16,230,77,2442,4793,83,81,54,62,200,5,181,60,259,1450,16,230,77,Y
0.473481,95,728,132,0.222451,0.432489,866,820,6,6,6,482,46,68,208,113,286,1,0.46861,1672,1606,159,0,0.46861,1672,2,9,2,2,5,1896,3893,75,73,46,54,173,8,158,50,232,1120,19,207,67,1896,3893,75,73,46,54,173,8,158,50,232,1120,19,207,67,Y
0.330394,76,521,92,0.148043,0.285068,416,378,1,6,5,266,41,13,40,114,228,1,0.482233,1235,1194,97,0,0.482233,1235,2,6,2,2,1,1326,2810,87,66,58,47,114,10,96,44,173,748,21,146,61,1326,2810,87,66,58,47,114,10,96,44,173,748,21,146,61,Y
0.4659,10,57,16,0.257802,0.468927,190,166,1,4,4,95,5,2,21,5,37,1,0.480176,327,312,30,0,0.480176,327,4,9,0,0,2,354,737,8,20,4,19,32,0,29,4,47,189,0,38,5,354,737,8,20,4,19,32,0,29,4,47,189,0,38,5,Y
0.0675039,2,8,2,0.0255864,0.0519481,24,24,1,3,3,112,6,13,51,21,65,1,0.469575,409,381,45,0,0.469575,409,1,1,0,0,1,462,938,15,19,9,16,44,0,44,4,63,265,0,59,7,462,938,15,19,9,16,44,0,44,4,63,265,0,59,7,N
0.363322,5,29,6,0.18481,0.340314,73,65,1,3,3,47,8,6,44,8,30,1,0.475275,173,172,22,0,0.475275,173,2,3,0,0,2,191,395,4,6,4,6,22,0,21,2,22,117,0,21,2,191,395,4,6,4,6,22,0,21,2,22,117,0,21,2,Y
0.322002,7,42,7,0.168675,0.303279,84,74,1,4,4,61,6,6,65,14,37,1,0.467249,214,201,24,0,0.467249,214,2,3,0,0,2,244,498,5,10,5,10,23,0,23,1,23,149,0,23,1,244,498,5,10,5,10,23,0,23,1,23,149,0,23,1,Y
0.469208,92,707,128,0.227171,0.42754,816,770,6,6,6,453,46,68,204,112,271,1,0.45058,1477,1408,145,0,0.45058,1477,2,9,2,2,5,1801,3592,75,73,46,54,159,8,144,48,217,1078,19,193,65,1801,3592,75,73,46,54,159,8,144,48,217,1078,19,193,65,Y
0.443478,3,14,3,0.16,0.421053,16,16,1,1,1,10,2,10,34,5,11,1,0.608247,59,59,7,0,0.608247,59,1,1,0,0,1,38,100,15,14,1,1,6,0,6,1,41,18,0,36,13,38,100,15,14,1,1,6,0,6,1,41,18,0,36,13,N
0.199548,3,17,5,0.0738255,0.165663,55,55,1,6,6,79,9,4,12,28,66,1,0.520923,361,360,38,0,0.520923,361,4,8,2,2,4,332,745,11,33,8,32,38,0,37,0,50,184,0,44,1,332,745,11,33,8,32,38,0,37,0,50,184,0,44,1,N
0.339147,5,34,5,0.193622,0.327586,85,76,1,4,4,58,2,3,58,9,30,1,0.431373,176,174,22,0,0.431373,176,0,0,0,0,0,232,439,4,10,4,10,21,0,21,1,21,146,0,21,1,232,439,4,10,4,10,21,0,21,1,21,146,0,21,1,Y
0.0617496,5,21,5,0.0364026,0.0693878,17,17,1,5,5,43,14,1,5,21,40,1,0.469543,185,178,16,0,0.430233,185,3,5,0,0,1,209,426,73,115,10,7,19,0,15,6,314,108,8,297,143,245,467,73,119,10,11,25,0,21,6,320,128,8,303,143,N
0.313253,5,22,5,0.13913,0.333333,16,16,2,1,1,12,2,3,10,0,7,1,0.563636,62,62,8,0,0.563636,62,1,2,0,0,2,48,115,2,3,2,3,7,0,7,0,7,22,0,7,0,48,115,2,3,2,3,7,0,7,0,7,22,0,7,0,N
0.709726,7,69,12,0.496842,0.654952,236,205,1,4,3,54,19,1,9,32,43,1,0.295045,131,112,8,0,0.295045,131,4,6,0,0,3,313,475,80,121,3,2,11,0,7,2,338,171,10,314,148,313,475,80,121,3,2,11,0,7,2,338,171,10,314,148,N
0.298961,52,350,59,0.109062,0.239286,136,134,1,4,3,125,16,42,195,25,85,1,0.501779,564,562,54,0,0.501779,564,0,0,2,16,0,560,1247,39,19,39,19,60,15,53,22,60,288,15,53,22,560,1247,39,19,39,19,60,15,53,22,60,288,15,53,22,N
0,0,0,0,0,0,0,0,1,7,5,95,18,6,6,53,67,0.666667,0.374233,183,125,2,1,0.341176,290,1,2,0,0,2,306,523,13,1,13,1,14,0,2,0,14,176,0,2,0,560,927,24,3,24,3,31,0,4,0,31,311,0,4,0,N
0.0156891,2,10,3,0.017427,0.0191599,34,26,1,5,5,404,30,13,21,160,202,0.5,0.219666,382,227,4,4,0.219666,382,1,2,0,0,2,1357,1951,50,3,50,3,42,0,7,0,42,603,0,7,0,1357,1951,50,3,50,3,42,0,7,0,42,603,0,7,0,N
0,0,0,0,0,0,0,0,5,3,3,18,19,5,3,28,35,0.166667,0.468531,67,49,1,5,0.336406,146,2,4,0,0,3,76,152,7,0,7,0,7,0,5,0,8,39,0,6,0,288,474,13,3,13,3,20,0,12,0,25,142,0,17,0,N
0,0,0,0,0,0,0,0,4,3,3,61,13,5,14,34,54,0.285714,0.276094,82,62,2,5,0.261006,83,3,4,0,0,1,215,297,28,51,7,3,20,0,6,2,245,104,6,195,10,235,319,32,51,11,3,22,0,6,2,247,109,6,195,10,N
0,0,0,0,0,0,0,0,1,0,0,2,5,3,2,2,4,0.5,0.346154,9,9,1,1,0.335979,127,1,1,0,0,1,17,28,3,0,3,0,2,1,1,0,2,4,1,1,0,251,422,4,0,4,0,12,1,3,0,12,156,1,3,0,N
0.0108642,1,2,1,0.0153257,0.0168067,12,8,1,4,4,138,21,14,24,81,115,1,0.344023,236,186,1,0,0.342541,248,0,0,0,0,0,450,748,17,4,17,4,34,0,0,1,34,176,0,0,1,476,783,20,4,20,4,38,0,3,1,38,185,0,3,1,N
0,0,0,0,0,0,0,0,1,5,3,35,16,20,48,19,31,1,0.397196,85,84,4,0,0.232759,135,1,1,2,2,1,129,251,6,8,6,7,12,0,3,0,13,58,0,4,0,445,663,8,8,8,7,78,0,64,0,109,148,0,94,0,N
0,0,0,0,0,0,0,0,1,4,4,9,9,3,2,20,23,0.5,0.451613,42,42,1,1,0.372222,67,1,1,0,0,1,51,83,3,0,3,0,3,0,1,0,3,33,0,1,0,113,183,7,0,7,0,7,0,2,0,8,71,0,3,0,N
0,0,0,0,0,0,0,0,1,2,2,13,6,4,8,1,9,0.75,0.309524,26,24,3,1,0.235556,53,1,1,0,0,1,58,97,8,1,8,1,8,1,3,0,8,18,1,3,0,172,249,12,2,12,2,16,1,5,0,18,74,1,7,0,N
0.103871,17,304,25,0.0587681,0.0876089,187,181,28,8,4,925,19,201,521,99,253,1,0.297278,841,683,11,0,0.293917,860,0,0,0,0,0,1988,3099,12,39,12,39,154,0,10,1,154,897,0,10,1,2066,3182,15,39,15,39,166,0,20,1,166,914,0,20,1,N
0.016855,2,10,3,0.0181818,0.0200463,34,26,1,5,5,391,31,14,23,155,196,0.5,0.222422,371,226,4,4,0.222422,371,1,2,0,0,2,1297,1870,47,3,47,3,41,0,7,0,41,570,0,7,0,1297,1870,47,3,47,3,41,0,7,0,41,570,0,7,0,N
0,0,0,0,0,0,0,0,4,3,3,38,15,3,5,22,32,1,0.254438,43,30,1,0,0.336207,78,1,1,0,0,1,126,216,6,3,2,1,10,0,0,0,20,66,1,0,0,154,253,7,3,3,1,15,0,5,0,25,74,1,5,0,N
0,0,0,0,0,0,0,0,1,3,3,28,7,19,20,13,23,0.25,0.214876,26,18,1,3,0.163522,26,1,1,0,0,1,95,137,3,1,3,1,10,0,3,0,10,52,0,3,0,133,180,7,1,7,1,17,0,4,0,17,63,0,4,0,N
0.106845,13,134,20,0.0923379,0.126638,94,87,1,6,4,209,14,13,19,32,71,0.5,0.280624,252,131,3,3,0.283629,272,1,2,0,0,2,646,959,12,4,12,4,39,0,5,0,39,347,0,5,0,687,1018,20,32,13,6,45,0,9,0,101,358,0,60,0,N
0,0,0,0,0,0,0,0,5,3,3,17,17,5,3,26,33,0.166667,0.454545,60,49,1,5,0.325062,131,2,4,0,0,3,72,140,6,0,6,0,7,0,5,0,8,37,0,6,0,272,443,12,2,12,2,19,0,12,0,24,134,0,17,0,N
0,0,0,0,0,0,0,0,1,3,3,12,10,3,2,15,18,0.333333,0.225806,21,18,1,2,0.15873,60,2,2,0,0,1,72,98,11,0,11,0,3,0,2,0,3,21,0,2,0,318,425,28,9,23,4,24,0,9,0,31,147,0,16,2,N
0,0,0,0,0,0,0,0,1,3,3,22,23,13,20,41,51,1,0.24424,53,33,2,0,0.27477,477,1,1,0,0,1,164,263,16,2,16,2,10,0,1,0,10,79,0,1,0,1259,1928,32,17,32,7,64,0,10,1,133,642,0,19,3,N
0.0244096,2,10,4,0.0231788,0.0318237,56,52,5,5,5,333,98,215,262,193,350,0.608696,0.23015,429,348,42,27,0.220048,461,2,2,1,1,1,1435,2180,53,48,51,47,157,3,68,7,159,702,3,60,8,1634,2416,69,53,64,50,174,3,78,7,182,808,3,70,8,N
0,0,0,0,0,0,0,0,1,5,3,34,16,20,46,19,31,1,0.400943,85,84,4,0,0.231707,133,1,1,2,2,1,127,249,6,8,6,7,12,0,3,0,13,57,0,4,0,441,657,8,8,8,7,78,0,64,0,109,147,0,94,0,N
0.0451704,4,26,6,0.0498516,0.053783,84,59,1,6,5,326,12,7,8,100,148,1,0.273338,407,208,2,0,0.270612,407,1,1,0,0,1,1082,1670,10,5,9,4,48,0,1,0,59,687,0,0,0,1097,1685,13,5,12,4,51,3,4,0,62,690,3,3,0,N
0,0,0,0,0,0,0,0,1,4,4,33,13,5,2,38,44,0.25,0.242647,33,16,1,3,0.234568,38,2,4,0,0,2,103,147,6,0,6,0,6,0,3,0,7,59,0,4,0,124,174,7,0,7,0,9,0,5,0,11,67,0,7,0,N
0,0,0,0,0,0,0,0,1,4,4,39,13,5,2,41,47,0.25,0.230769,33,16,1,3,0.224852,38,2,4,0,0,2,110,154,6,0,6,0,6,0,3,0,7,61,0,4,0,131,181,7,0,7,0,9,0,5,0,11,69,0,7,0,Y
0.148744,10,89,16,0.127405,0.151142,192,172,1,5,4,398,7,6,6,74,109,1,0.14178,188,84,1,0,0.14178,188,1,1,0,0,1,1138,1507,9,2,8,1,35,0,0,0,46,664,0,0,0,1138,1507,9,2,8,1,35,0,0,0,46,664,0,0,0,N
0,0,0,0,0,0,0,0,1,3,3,12,10,3,2,15,18,0.333333,0.225806,21,18,1,2,0.1375,44,2,2,0,0,1,72,98,11,0,11,0,3,0,2,0,3,21,0,2,0,276,362,26,9,21,4,22,0,9,0,29,123,0,16,2,N
0.0232673,2,10,3,0.0253165,0.0271682,34,26,1,8,8,279,34,4,2,133,177,1,0.197917,228,108,1,0,0.204489,246,2,2,0,0,1,924,1292,14,8,10,5,44,0,0,0,60,496,1,0,0,957,1343,19,10,15,7,47,0,0,0,63,508,1,0,0,N
0,0,0,0,0,0,0,0,1,2,2,13,6,4,8,1,9,0.75,0.278481,22,22,3,1,0.226852,49,1,1,0,0,1,57,90,7,1,7,1,8,1,3,0,8,18,1,3,0,167,238,10,2,10,2,16,1,5,0,18,71,1,7,0,N
0,0,0,0,0,0,0,0,26,1,1,169,2,98,220,30,101,0.0923077,0.0745614,34,26,6,59,0.0745614,34,0,0,0,0,0,422,534,0,0,0,0,71,0,64,0,71,183,0,64,0,422,534,0,0,0,0,71,0,64,0,71,183,0,64,0,Y
0,0,0,0,0,0,0,0,0,0,0,3,2,7,6,3,6,1,0.481481,13,13,1,0,0.295775,21,0,0,0,0,0,14,29,2,2,2,2,3,0,0,0,3,4,0,0,0,50,77,9,4,6,4,10,0,0,0,42,15,0,0,0,N
0,0,0,0,0,0,0,0,1,0,0,2,5,3,2,2,4,0.5,0.346154,9,9,1,1,0.34153,125,1,1,0,0,1,17,28,3,0,3,0,2,1,1,0,2,4,1,1,0,241,409,4,0,4,0,12,1,3,0,12,149,1,3,0,N
0.0834028,2,10,2,0.0532995,0.0725191,21,19,3,5,4,58,19,4,9,30,42,1,0.218487,52,34,1,0,0.268156,96,1,1,0,0,1,186,283,7,3,3,1,12,0,0,0,22,104,1,0,0,262,394,10,3,6,1,20,0,7,0,33,139,1,8,0,Y
0,0,0,0,0,0,0,0,5,3,3,17,17,5,3,25,32,0.166667,0.454545,60,49,1,5,0.323308,129,2,4,0,0,3,72,140,6,0,6,0,7,0,5,0,8,37,0,6,0,270,437,12,2,12,2,19,0,12,0,24,132,0,17,0,Y
0.0249191,2,10,4,0.023759,0.0325815,56,52,5,5,5,320,98,213,266,193,345,0.597015,0.230727,419,340,40,27,0.220322,451,2,2,1,1,1,1397,2121,52,46,50,45,152,3,66,7,154,682,3,58,8,1596,2357,68,51,63,48,169,3,76,7,177,788,3,68,8,N
0.148529,8,79,19,0.108507,0.141604,250,226,1,9,9,405,20,3,10,94,153,1,0.195414,375,302,2,0,0.19597,389,0,0,0,0,0,1544,2239,15,2,15,2,59,0,1,2,59,904,0,1,2,1596,2304,26,2,26,2,65,6,3,2,65,913,6,3,2,N
0,0,0,0,0,0,0,0,4,4,4,121,12,15,59,54,95,0.1,0.180258,84,53,3,27,0.180258,84,2,3,4,9,1,382,512,22,41,8,12,41,0,29,4,178,184,6,149,9,382,512,22,41,8,12,41,0,29,4,178,184,6,149,9,N
0.0807806,2,23,3,0.0661088,0.0731707,79,66,1,5,5,243,6,5,6,62,96,1,0.155807,165,73,2,0,0.160149,172,0,0,1,1,0,894,1184,4,5,4,5,34,0,1,0,34,573,0,1,0,902,1195,10,5,10,5,34,6,1,0,34,573,6,1,0,N
0,0,0,0,0,0,0,0,1,1,1,5,10,7,1,9,10,1,0.209302,9,9,1,0,0.307074,191,0,0,0,0,0,34,59,1,0,1,0,1,0,0,0,1,12,0,0,0,431,687,36,13,33,5,46,3,1,9,160,184,3,3,9,N
0.0226288,2,10,3,0.0250368,0.0266393,34,26,1,8,8,287,32,4,2,131,175,1,0.193328,226,108,1,0,0.2,244,2,2,0,0,1,943,1307,14,8,10,5,44,0,0,0,60,510,1,0,0,976,1358,19,10,15,7,47,0,0,0,63,522,1,0,0,N
0,0,0,0,0,0,0,0,1,1,1,6,9,5,4,2,5,0.5,0.36,18,18,1,1,0.31562,196,1,1,0,0,1,32,61,4,1,4,1,3,0,1,0,3,10,0,1,0,425,671,11,1,11,1,28,3,4,0,28,222,3,4,0,N
0.326663,38,2757,167,0.165056,0.197239,205,200,2,4,3,140,12,3,41,34,60,0.5,0.104255,49,32,1,1,0.100266,113,0,0,0,0,0,421,511,16,1,16,1,26,0,1,2,26,204,0,1,2,1014,1242,16,2,16,2,81,0,1,2,82,495,0,2,2,N
0,0,0,0,0,0,0,0,1,2,2,75,19,309,392,33,70,0.826087,0.285393,127,111,19,4,0.327434,185,0,0,0,0,0,318,542,12,13,12,13,37,1,22,0,37,175,1,22,0,380,647,14,13,14,13,50,1,35,0,57,183,1,42,0,N
0,0,0,0,0,0,0,0,10,3,3,63,1,8,15,0,33,1,0.299578,71,53,1,0,0.299578,71,0,0,3,5,0,166,272,3,1,3,1,33,0,0,0,33,78,0,0,0,166,272,3,1,3,1,33,0,0,0,33,78,0,0,0,N
0,0,0,0,0,0,0,0,4,4,3,114,12,15,60,53,93,0.103448,0.168182,74,53,3,26,0.168182,74,2,3,4,9,1,366,484,22,41,8,12,40,0,28,4,175,176,6,147,8,366,484,22,41,8,12,40,0,28,4,175,176,6,147,8,N
0.033861,1,8,2,0.0144592,0.0232992,25,25,1,6,5,145,33,14,16,57,83,0.5,0.323194,255,205,1,1,0.320886,507,1,1,0,0,1,534,962,17,6,17,6,26,0,1,0,26,303,0,1,0,1073,1729,44,6,44,6,65,5,24,0,77,558,5,33,0,N
0.120482,3,18,6,0.0850515,0.116152,66,64,3,4,4,125,22,8,6,93,114,1,0.237676,135,111,1,0,0.209469,146,0,0,0,0,0,433,633,29,2,29,2,21,0,0,1,21,209,0,0,1,551,776,33,8,33,8,40,0,15,1,40,253,0,15,1,N
0.328662,38,2757,167,0.166396,0.19861,205,200,2,4,3,140,12,3,41,34,60,0.5,0.104255,49,32,1,1,0.0984781,110,0,0,0,0,0,421,511,16,1,16,1,26,0,1,2,26,204,0,1,2,1007,1232,16,2,16,2,81,0,1,2,82,492,0,2,2,N
0,0,0,0,0,0,0,0,1,3,3,22,23,13,19,41,51,1,0.24424,53,33,2,0,0.27708,463,1,1,0,0,1,164,263,16,2,16,2,10,0,1,0,10,79,0,1,0,1208,1859,31,17,31,7,64,0,10,1,133,615,0,19,3,N
